Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Mega Evolution,Alolan Form,Galarian Form,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy
757,Salandit,Poison,Fire,"['Corrosion', 'Oblivious']",48,44,40,71,40,77,320,53.33333333,14.96291712,7,Medium Fast,1000000,0,120,0,0,0,0,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
758,Salazzle,Poison,Fire,"['Corrosion', 'Oblivious']",68,64,60,111,60,117,480,80,24.25558355,7,Medium Fast,1000000,1,45,0,0,0,0,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
759,Stufful,Normal,Fighting,"['Cute Charm', 'Fluffy', 'Klutz']",70,75,50,45,50,50,340,56.66666667,11.426091,7,Medium Fast,1000000,0,140,0,0,0,0,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
760,Bewear,Normal,Fighting,"['Fluffy', 'Klutz', 'Unnerve']",120,125,80,55,60,60,500,83.33333333,28.81936078,7,Medium Fast,1000000,1,70,0,0,0,0,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
761,Bounsweet,Grass,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",42,30,38,30,38,32,210,35,4.582575695,7,Medium Slow,1059860,0,235,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
762,Steenee,Grass,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",52,40,48,40,48,62,290,48.33333333,7.520342782,7,Medium Slow,1059860,0,120,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
763,Tsareena,Grass,,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",72,120,98,50,98,72,510,85,22.82542442,7,Medium Slow,1059860,1,45,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
764,Comfey,Fairy,,"['Flower Veil', 'Natural Cure', 'Triage']",51,52,90,82,110,100,485,80.83333333,22.45303741,7,Fast,800000,1,60,0,0,0,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
765,Oranguru,Normal,Psychic,"['Inner Focus', 'Symbiosis', 'Telepathy']",90,60,80,90,110,60,490,81.66666667,17.71690969,7,Slow,1250000,1,45,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
766,Passimian,Fighting,,"['Defiant', 'Receiver']",100,120,90,40,60,80,490,81.66666667,26.08745974,7,Slow,1250000,1,45,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
767,Wimpod,Bug,Water,['Wimp Out'],25,35,40,20,30,80,230,38.33333333,19.72026594,7,Medium Fast,1000000,0,90,0,0,0,0,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
768,Golisopod,Bug,Water,['Emergency Exit'],75,125,140,60,90,40,530,88.33333333,34.96029494,7,Medium Fast,1000000,1,45,0,0,0,0,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
769,Sandygast,Ghost,Ground,"['Sand Veil', 'Water Compaction']",55,55,80,70,45,15,320,53.33333333,20.54804668,7,Medium Fast,1000000,0,140,0,0,0,0,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
770,Palossand,Ghost,Ground,"['Sand Veil', 'Water Compaction']",85,75,110,100,75,35,480,80,23.80476143,7,Medium Fast,1000000,1,60,0,0,0,0,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
771,Pyukumuku,Water,,"['Innards Out', 'Unaware']",55,60,130,30,130,5,410,68.33333333,47.14045208,7,Fast,800000,1,60,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
772,Type: Null,Normal,,['Battle Armor'],95,95,95,95,95,59,534,89,13.41640786,7,Slow,1250000,0,3,1,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
773,Silvally,Normal,,['RKS System'],95,95,95,95,95,95,570,95,0,7,Slow,1250000,1,3,1,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
774,Minior Meteor Form,Rock,Flying,['Shields Down'],60,60,100,60,100,60,440,73.33333333,18.85618083,7,Medium Slow,1059860,0,30,0,0,0,0,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
774,Minior Core Form,Rock,Flying,['Shields Down'],60,100,60,100,60,120,500,83.33333333,24.26703296,7,Medium Slow,1059860,0,30,0,0,0,0,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
775,Komala,Normal,,['Comatose'],65,115,65,75,95,65,480,80,18.92969449,7,Slow,1250000,1,45,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
776,Turtonator,Fire,Dragon,['Shell Armor'],60,78,135,91,85,36,485,80.83333333,30.29530583,7,Medium Fast,1000000,1,70,0,0,0,0,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
777,Togedemaru,Electric,Steel,"['Iron Barbs', 'Lightning Rod', 'Sturdy']",65,98,63,40,73,96,435,72.5,20.02290355,7,Medium Fast,1000000,1,180,0,0,0,0,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
778,Mimikyu,Ghost,Fairy,['Disguise'],55,90,80,50,105,96,476,79.33333333,20.42601827,7,Medium Fast,1000000,1,45,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1
779,Bruxish,Water,Psychic,"['Dazzling', 'Strong Jaw', 'Wonder Skin']",68,105,70,70,70,92,475,79.16666667,14.1940911,7,Medium Fast,1000000,1,80,0,0,0,0,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
780,Drampa,Normal,Dragon,"['Berserk', 'Cloud Nine', 'Sap Sipper']",78,60,85,135,91,36,485,80.83333333,30.29530583,7,Medium Fast,1000000,1,70,0,0,0,0,1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2
781,Dhelmise,Ghost,Grass,['Steelworker'],70,131,100,86,90,40,517,86.16666667,27.71531867,7,Medium Fast,1000000,1,25,0,0,0,0,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
782,Jangmo-o,Dragon,,"['Bulletproof', 'Overcoat', 'Soundproof']",45,55,65,45,45,45,300,50,7.637626158,7,Slow,1250000,0,45,0,0,0,0,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
783,Hakamo-o,Dragon,Fighting,"['Bulletproof', 'Overcoat', 'Soundproof']",55,75,90,65,70,65,420,70,10.8012345,7,Slow,1250000,0,45,0,0,0,0,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
784,Kommo-o,Dragon,Fighting,"['Bulletproof', 'Overcoat', 'Soundproof']",75,110,125,100,105,85,600,100,16.32993162,7,Slow,1250000,1,45,0,0,0,0,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
785,Tapu Koko,Electric,Fairy,"['Electric Surge', 'Telepathy']",70,115,85,95,75,130,570,95,21.40872096,7,Slow,1250000,1,3,1,0,0,0,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
786,Tapu Lele,Psychic,Fairy,"['Psychic Surge', 'Telepathy']",70,85,75,130,115,95,570,95,21.40872096,7,Slow,1250000,1,3,1,0,0,0,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
787,Tapu Bulu,Grass,Fairy,"['Grassy Surge', 'Telepathy']",70,130,115,85,95,75,570,95,21.40872096,7,Slow,1250000,1,3,1,0,0,0,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
788,Tapu Fini,Water,Fairy,"['Misty Surge', 'Telepathy']",70,75,115,95,130,85,570,95,21.40872096,7,Slow,1250000,1,3,1,0,0,0,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
789,Cosmog,Psychic,,['Unaware'],43,29,31,29,31,37,200,33.33333333,5.088112507,7,Slow,1250000,0,45,1,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
790,Cosmoem,Psychic,,['Sturdy'],43,29,131,29,131,37,400,66.66666667,45.74445929,7,Slow,1250000,0,45,1,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
791,Solgaleo,Psychic,Steel,['Full Metal Body'],137,137,107,113,89,97,680,113.3333333,18.34545054,7,Slow,1250000,1,45,1,0,0,0,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
792,Lunala,Psychic,Ghost,['Shadow Shield'],137,113,89,137,107,97,680,113.3333333,18.34545054,7,Slow,1250000,1,45,1,0,0,0,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
793,Nihilego,Rock,Poison,['Beast Boost'],109,53,47,127,131,103,570,95,33.28663395,7,Slow,1250000,1,45,1,0,0,0,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5
794,Buzzwole,Bug,Fighting,['Beast Boost'],107,139,139,53,53,79,570,95,36.05551275,7,Slow,1250000,1,45,1,0,0,0,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
795,Pheromosa,Bug,Fighting,['Beast Boost'],71,137,37,137,37,151,570,95,48.24935233,7,Slow,1250000,1,45,1,0,0,0,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
796,Xurkitree,Electric,,['Beast Boost'],83,89,71,173,71,83,570,95,35.4964787,7,Slow,1250000,1,45,1,0,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
797,Celesteela,Steel,Flying,['Beast Boost'],97,101,103,107,101,61,570,95,15.49193338,7,Slow,1250000,1,45,1,0,0,0,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
798,Kartana,Grass,Steel,['Beast Boost'],59,181,131,59,31,109,570,95,50.95095681,7,Slow,1250000,1,45,1,0,0,0,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
799,Guzzlord,Dark,Dragon,['Beast Boost'],223,101,53,97,53,43,570,95,61.44916598,7,Slow,1250000,1,45,1,0,0,0,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
800,Necrozma,Psychic,,['Prism Armor'],97,107,101,127,89,79,600,100,15,7,Slow,1250000,1,255,1,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
800,Dusk Mane Necrozma,Psychic,Steel,['Prism Armor'],97,157,127,113,109,77,680,113.3333333,24.83053676,7,Slow,1250000,1,255,1,0,0,0,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
800,Dawn Wings Necrozma,Psychic,Ghost,['Prism Armor'],97,113,109,157,127,77,680,113.3333333,24.83053676,7,Slow,1250000,1,255,1,0,0,0,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
800,Ultra Necrozma,Psychic,Dragon,['Prism Armor'],97,167,97,167,97,129,754,125.6666667,31.34042473,7,Slow,1250000,1,255,1,0,0,0,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
801,Magearna,Steel,Fairy,['Soul-Heart'],80,95,115,130,115,65,600,100,22.36067977,7,Slow,1250000,1,3,1,0,0,0,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
802,Marshadow,Fighting,Ghost,['Technician'],90,125,80,90,90,125,600,100,18.02775638,7,Slow,1250000,1,3,1,0,0,0,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2
803,Poipole,Poison,,['Beast Boost'],67,73,67,73,67,73,420,70,3,7,Slow,1250000,0,45,1,0,0,0,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
804,Naganadel,Poison,Dragon,['Beast Boost'],73,73,73,127,73,121,540,90,24.10394159,7,Slow,1250000,1,45,1,0,0,0,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
805,Stakataka,Rock,Steel,['Beast Boost'],61,131,211,53,101,13,570,95,63.81222453,7,Slow,1250000,1,30,1,0,0,0,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
806,Blacephalon,Fire,Ghost,['Beast Boost'],53,127,53,151,79,107,570,95,36.7151195,7,Slow,1250000,1,30,1,0,0,0,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
807,Zeraora,Electric,,['Volt Absorb'],88,112,75,102,80,143,600,100,22.97099621,7,Slow,1250000,1,3,1,0,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
808,Meltan,Steel,,['Magnet Pull'],46,65,65,55,35,34,300,50,12.72792206,7,Slow,1250000,0,3,1,0,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
809,Melmetal,Steel,,['Iron Fist'],135,143,143,80,65,34,600,100,42.63019274,7,Slow,1250000,1,3,1,0,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
810,Grookey,Grass,,"['Grassy Surge', 'Overgrow']",50,65,50,40,40,65,310,51.66666667,10.27402334,8,Medium Slow,1059860,0,45,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
811,Thwackey,Grass,,"['Grassy Surge', 'Overgrow']",70,85,70,55,60,80,420,70,10.40833,8,Medium Slow,1059860,0,45,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
812,Rillaboom,Grass,,"['Grassy Surge', 'Overgrow']",100,125,90,60,70,85,530,88.33333333,20.94967515,8,Medium Slow,1059860,1,45,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
813,Scorbunny,Fire,,"['Blaze', 'Libero']",50,71,40,40,40,69,310,51.66666667,13.449494,8,Medium Slow,1059860,0,45,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
814,Raboot,Fire,,"['Blaze', 'Libero']",65,86,60,55,60,94,420,70,14.6173413,8,Medium Slow,1059860,0,45,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
815,Cinderace,Fire,,"['Blaze', 'Libero']",80,116,75,65,75,119,530,88.33333333,21.11608129,8,Medium Slow,1059860,1,45,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
816,Sobble,Water,,"['Sniper', 'Torrent']",50,40,40,70,40,70,310,51.66666667,13.43709625,8,Medium Slow,1059860,0,45,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
817,Drizzile,Water,,"['Sniper', 'Torrent']",65,60,55,95,55,90,420,70,16.32993162,8,Medium Slow,1059860,0,45,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
818,Inteleon,Water,,"['Sniper', 'Torrent']",70,85,65,125,65,120,530,88.33333333,25.11086529,8,Medium Slow,1059860,1,45,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
819,Skwovet,Normal,,"['Cheek Pouch', 'Gluttony']",70,55,55,35,35,25,275,45.83333333,15.38848776,8,Medium Fast,1000000,0,255,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
820,Greedent,Normal,,"['Cheek Pouch', 'Gluttony']",120,95,95,55,75,20,460,76.66666667,32.23179934,8,Medium Fast,1000000,1,90,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
821,Rookidee,Flying,,"['Big Pecks', 'Keen Eye', 'Unnerve']",38,47,35,33,35,57,245,40.83333333,8.532617157,8,Medium Slow,1059860,0,255,0,0,0,0,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
822,Corvisquire,Flying,,"['Big Pecks', 'Keen Eye', 'Unnerve']",68,67,55,43,55,77,365,60.83333333,11.08176681,8,Medium Slow,1059860,0,120,0,0,0,0,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
823,Corviknight,Flying,Steel,"['Mirror Armor', 'Pressure', 'Unnerve']",98,87,105,53,85,67,495,82.5,17.7176936,8,Medium Slow,1059860,1,45,0,0,0,0,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
824,Blipbug,Bug,,"['Swarm', 'Telepathy']",25,20,20,25,45,45,180,30,10.8012345,8,Medium Fast,1000000,0,255,0,0,0,0,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
825,Dottler,Bug,Psychic,"['Swarm', 'Telepathy']",50,35,80,50,90,30,335,55.83333333,22.06367049,8,Medium Fast,1000000,0,120,0,0,0,0,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
826,Orbeetle,Bug,Psychic,"['Frisk', 'Swarm', 'Telepathy']",60,45,110,80,120,90,505,84.16666667,26.20697532,8,Medium Fast,1000000,1,45,0,0,0,0,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
827,Nickit,Dark,,"['Run Away', 'Stakeout', 'Unburden']",40,28,28,47,52,50,245,40.83333333,9.805044053,8,Fast,800000,0,255,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
828,Thievul,Dark,,"['Run Away', 'Stakeout', 'Unburden']",70,58,58,87,92,90,455,75.83333333,14.47315523,8,Fast,800000,1,127,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
829,Gossifleur,Grass,,"['Cotton Down', 'Effect Spore', 'Regenerator']",40,40,60,40,60,10,250,41.66666667,16.7497927,8,Medium Fast,1000000,0,190,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
830,Eldegoss,Grass,,"['Cotton Down', 'Effect Spore', 'Regenerator']",60,50,90,80,120,60,460,76.66666667,23.57022604,8,Medium Fast,1000000,1,75,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
831,Wooloo,Normal,,"['Bulletproof', 'Fluffy', 'Run Away']",42,40,55,40,45,48,270,45,5.291502622,8,Medium Fast,1000000,0,255,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
832,Dubwool,Normal,,"['Bulletproof', 'Fluffy', 'Steadfast']",72,80,100,60,90,88,490,81.66666667,12.98289473,8,Medium Fast,1000000,1,127,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
833,Chewtle,Water,,"['Shell Armor', 'Strong Jaw', 'Swift Swim']",50,64,50,38,38,44,284,47.33333333,8.919392107,8,Medium Fast,1000000,0,255,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
834,Drednaw,Water,Rock,"['Shell Armor', 'Strong Jaw', 'Swift Swim']",90,115,90,48,68,74,485,80.83333333,20.91583664,8,Medium Fast,1000000,1,75,0,0,0,0,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
835,Yamper,Electric,,"['Ball Fetch', 'Rattled']",59,45,50,40,50,26,270,45,10.26320288,8,Fast,800000,0,255,0,0,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
836,Boltund,Electric,,"['Competitive', 'Strong Jaw']",69,90,60,90,60,121,490,81.66666667,21.54581681,8,Fast,800000,1,45,0,0,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
837,Rolycoly,Rock,,"['Flash Fire', 'Heatproof', 'Steam Engine']",30,40,50,40,50,30,240,40,8.164965809,8,Medium Slow,1059860,0,255,0,0,0,0,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
838,Carkol,Rock,Fire,"['Flame Body', 'Flash Fire', 'Steam Engine']",80,60,90,60,70,50,410,68.33333333,13.43709625,8,Medium Slow,1059860,0,120,0,0,0,0,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
839,Coalossal,Rock,Fire,"['Flame Body', 'Flash Fire', 'Steam Engine']",110,80,120,80,90,30,510,85,28.72281323,8,Medium Slow,1059860,1,45,0,0,0,0,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
840,Applin,Grass,Dragon,"['Bulletproof', 'Gluttony', 'Ripen']",40,40,80,40,40,20,260,43.33333333,17.95054936,8,Erratic,600000,0,255,0,0,0,0,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
841,Flapple,Grass,Dragon,"['Gluttony', 'Hustle', 'Ripen']",70,110,80,95,60,70,485,80.83333333,16.93533453,8,Erratic,600000,1,45,0,0,0,0,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
842,Appletun,Grass,Dragon,"['Gluttony', 'Ripen', 'Thick Fat']",110,85,80,100,80,30,485,80.83333333,25.23500655,8,Erratic,600000,1,45,0,0,0,0,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
843,Silicobra,Ground,,"['Sand Spit', 'Sand Veil', 'Shed Skin']",52,57,75,35,50,46,315,52.5,12.12091856,8,Medium Fast,1000000,0,255,0,0,0,0,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
844,Sandaconda,Ground,,"['Sand Spit', 'Sand Veil', 'Shed Skin']",72,107,125,65,70,71,510,85,22.6347815,8,Medium Fast,1000000,1,120,0,0,0,0,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
845,Cramorant,Flying,Water,['Gulp Missile'],70,85,55,85,95,85,475,79.16666667,13.04372987,8,Medium Fast,1000000,1,45,0,0,0,0,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
846,Arrokuda,Water,,"['Propeller Tail', 'Swift Swim']",41,63,40,40,30,66,280,46.66666667,13.16139135,8,Slow,1250000,0,255,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
847,Barraskewda,Water,,"['Propeller Tail', 'Swift Swim']",61,123,60,60,50,136,490,81.66666667,34.22799374,8,Slow,1250000,1,60,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
848,Toxel,Electric,Poison,"['Klutz', 'Rattled', 'Static']",40,38,35,54,35,40,242,40.33333333,6.446359869,8,Medium Slow,1059860,0,75,0,0,0,0,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
849,Toxtricity,Electric,Poison,"['Plus', 'Punk Rock', 'Technician']",75,98,70,114,70,75,502,83.66666667,16.57977349,8,Medium Slow,1059860,0,45,0,0,0,0,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
850,Sizzlipede,Fire,Bug,"['Flame Body', 'Flash Fire', 'White Smoke']",50,65,45,50,50,45,305,50.83333333,6.718548124,8,Medium Fast,1000000,0,190,0,0,0,0,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
851,Centiskorch,Fire,Bug,"['Flame Body', 'Flash Fire', 'White Smoke']",100,115,65,90,90,65,525,87.5,17.96988221,8,Medium Fast,1000000,1,75,0,0,0,0,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
852,Clobbopus,Fighting,,"['Limber', 'Technician']",50,68,60,50,50,32,310,51.66666667,11.04033011,8,Medium Slow,1059860,0,180,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
853,Grapploct,Fighting,,"['Limber', 'Technician']",80,118,90,70,80,42,480,80,22.68626604,8,Medium Slow,1059860,1,45,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
854,Sinistea,Ghost,,"['Cursed Body', 'Weak Armor']",40,45,45,74,54,50,308,51.33333333,11.04033011,8,Medium Fast,1000000,0,120,0,0,0,0,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
855,Polteageist,Ghost,,"['Cursed Body', 'Weak Armor']",60,65,65,134,114,70,508,84.66666667,28.55209663,8,Medium Fast,1000000,1,60,0,0,0,0,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
856,Hatenna,Psychic,,"['Anticipation', 'Healer', 'Magic Bounce']",42,30,45,56,53,39,265,44.16666667,8.668269083,8,Slow,1250000,0,235,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
857,Hattrem,Psychic,,"['Anticipation', 'Healer', 'Magic Bounce']",57,40,65,86,73,49,370,61.66666667,15.18405597,8,Slow,1250000,0,120,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
858,Hatterene,Psychic,Fairy,"['Anticipation', 'Healer', 'Magic Bounce']",57,90,95,136,103,29,510,85,34.08323146,8,Slow,1250000,1,45,0,0,0,0,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
859,Impidimp,Dark,Fairy,"['Frisk', 'Pickpocket', 'Prankster']",45,45,30,55,40,50,265,44.16666667,7.861650943,8,Medium Fast,1000000,0,255,0,0,0,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
860,Morgrem,Dark,Fairy,"['Frisk', 'Pickpocket', 'Prankster']",65,60,45,75,55,70,370,61.66666667,9.860132972,8,Medium Fast,1000000,0,120,0,0,0,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
861,Grimmsnarl,Dark,Fairy,"['Frisk', 'Pickpocket', 'Prankster']",95,120,65,95,75,60,510,85,20.61552813,8,Medium Fast,1000000,1,45,0,0,0,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
